S1_ZINDO,S1_TDDFT,S1_ML
2.5138,3.3796,3.20598468876108
2.5124,3.3673,3.47174326955483
2.7617,3.4421,3.44688987379418
2.7611,3.5793,3.41348772983241
2.787,3.5729,3.60504986186575
3.3845,4.7564,4.45920629204707
3.4488,3.8617,4.25117303195736
2.6172,3.0523,3.23615516523814
2.4977,3.3942,3.47428005175787
2.462,3.3239,3.39185400071628
2.4997,3.3426,3.25726983949739
2.4983,3.3968,3.39685118425875
2.5173,3.3764,3.42541228784265
2.513,3.3272,3.39459502019737
3.6207,4.1884,4.19172619673468
2.493,3.3462,3.34869862752301
2.7348,3.3759,3.29865038522907
2.3968,3.3013,3.32451586043457
2.5223,3.3434,3.31065889780992
3.0285,3.543,3.57748626605857
3.3367,4.0621,4.14842886204026
2.4443,3.2484,3.17269324447507
3.235,3.9553,3.96141599978216
2.5048,3.3714,3.28090076199745
2.5027,3.3873,3.40469914669012
1.932,3.2811,3.06793946110748
3.3199,4.0428,3.98790791326322
3.5362,4.5487,4.62745269776814
2.4997,3.385,3.44339984570298
1.9155,3.2848,3.11446490664506
3.4939,4.6661,4.71859062660793
2.6499,3.2689,3.31477763641204
3.8946,4.5662,4.8671075515173
1.9627,3.285,2.94528662453239
2.3999,2.6757,3.24475217545645
3.3802,4.0688,4.27145267344901
3.3826,4.4348,4.46854520275524
3.509,4.824,4.67017674719408
2.8624,3.5935,3.66805148290514
2.8136,3.7784,3.88627804358376
2.5127,3.3899,3.27984098425316
3.3496,4.009,4.00411689427012
2.9317,4.2292,3.83248843579147
2.5042,3.3943,3.41292465974546
2.5122,3.3639,3.36931905706849
3.3913,4.5442,4.47415959787021
2.5025,3.3944,3.46494542253141
2.3021,2.9986,3.16500388069818
4.1295,5.0257,5.05499000255042
3.0189,3.6571,3.69563721510789
2.5028,3.2643,3.28301196305129
3.368,4.4654,4.26247815978059
3.3235,4.346,4.32340200520995
3.2684,4.4728,4.34075147668838
2.5023,3.3514,3.41385865021582
2.4958,3.2909,3.28268823601646
3.5029,4.2851,4.12510863188248
3.319,4.2886,4.28752744321483
3.5094,4.5261,4.55391910956354
3.3608,4.6464,3.9524617218433
2.7834,3.2649,3.5630696124888
3.5769,3.6447,4.16520460610143
2.2529,3.2341,3.26082081616441
3.4965,4.21,4.24371350078082
3.5733,4.0382,3.98461077812372
2.4987,3.3538,3.36801251536677
3.6686,4.647,4.55193423074238
3.9147,4.641,4.70614070629387
3.8639,4.6308,4.61936442718489
2.4959,3.3603,3.3245269720253
3.1435,3.7797,3.5583099041054
3.9285,4.6898,4.69645017219133
2.827,3.378,3.20824351411759
3.3243,4.2245,4.19668978681136
2.4841,3.3884,3.34213887077969
4.1513,5.2098,5.36516447459017
3.5404,4.8335,4.43000725694488
3.9867,4.5606,4.7148380326964
2.5265,3.2861,3.23042647764258
4.244,4.8956,5.63182715254712
3.8046,4.5604,4.68690152317966
3.7267,3.8108,4.50617614095826
3.6014,4.2217,4.31683966532834
4.3058,5.3752,4.92104053156369
3.3969,4.6755,4.49183315217379
3.2669,4.1836,3.99425075344314
3.4975,4.3575,4.36370789477607
3.4946,4.3306,4.17655535419213
2.5173,3.3918,3.4227683462161
3.1199,3.7153,3.78695595759535
3.6074,4.883,4.7261767443677
2.4669,3.1601,3.3327532581551
2.507,3.392,3.39409328287251
2.8909,3.7398,3.77109813854957
2.4899,3.1266,3.17257372507427
3.7824,5.1864,4.4794143606777
3.5477,4.4275,4.58866278307371
2.9885,3.3267,3.67425833036006
3.7989,4.1965,4.2259523323203
3.4744,4.2312,3.61095644167779
3.1729,3.7605,4.25561196855987
3.3963,4.8829,4.52645035650166
3.6799,4.3549,4.67932722395573
3.3028,3.7836,4.01142402761889
3.0513,3.8381,3.73212888404062
4.0071,4.398,4.42300350181342
2.6338,3.2944,3.34017751690965
3.4633,4.2695,4.18620523984688
4.1579,5.1267,5.12391414495689
3.4496,4.2996,4.09560006908494
2.4757,2.8482,3.11129392294068
2.3742,3.1616,3.27622511244352
2.302,3.016,2.80618040019638
4.0184,5.3049,4.64179165334088
2.4921,3.3873,3.43396587416104
3.0915,3.8079,3.65742214782601
2.9925,3.5079,3.67681551972996
2.5051,3.3783,3.35000104908619
3.8017,4.4971,4.68605788634102
4.0995,4.7244,4.82608689587326
2.4976,3.3978,3.46040235964011
2.4974,3.3882,3.52736987705238
3.4337,3.9414,4.10992601492437
2.4979,3.3761,3.31922680443486
3.2974,3.6811,3.7762488004001
2.7615,3.5349,3.40944961695253
3.4616,4.3928,4.33467262935734
3.3153,4.0899,3.99115347997698
3.2436,3.7101,3.85411409013816
3.4069,4.3693,4.497958619098
3.4705,3.6751,3.89075237592085
2.4994,3.3417,3.39773908687477
3.0747,3.6292,3.6311601443037
3.5679,4.6293,4.63980055714627
3.2178,4.1762,4.14023685843971
2.438,3.0285,3.1894376329145
2.6544,2.879,2.86575606830091
3.5842,4.5859,4.75373376000404
3.5325,4.5988,4.56770790318829
3.2058,4.4393,4.59819121669515
2.5045,3.3632,3.26525546004132
2.6545,3.0407,3.38436573464475
3.8726,5.3171,4.97002669244564
3.5345,4.2956,4.46120524717689
2.4974,3.3842,3.40431935385339
3.4663,3.9467,4.19077963932709
2.6911,3.4442,3.46938398031566
3.5095,4.4631,4.4204151108292
2.4342,3.0492,3.22625214720532
2.493,3.346,3.54502555857537
3.4788,4.8716,4.79270335699209
3.5736,3.8099,4.07173736567697
3.1988,3.8995,4.05959952889714
2.64,3.0992,3.18817979296567
3.2357,4.0087,4.07821882579055
3.5804,4.731,4.4231622421267
3.0908,3.6935,3.45399536868388
3.9238,4.7752,4.74933596986884
1.2712,3.5458,2.0470090819684
2.7256,3.2778,3.34030554812947
2.7344,2.9057,2.83108109913258
2.309,2.9222,3.12118822179517
3.2269,3.713,3.8264909338745
3.2322,3.6992,3.89556433545942
3.6877,4.8929,4.52252356501846
3.3726,4.0564,4.19346523737149
3.7691,4.3032,4.11976474160542
3.2873,3.9341,3.74845159980355
3.9163,4.1073,4.09805798859058
3.6176,3.952,3.93232098144668
2.5014,3.3741,3.29489436117771
2.4963,3.3917,3.38385328736741
2.2786,3.0469,3.01287752372036
3.5188,3.8264,4.02964206911124
2.518,2.9836,3.1997395032777
3.3537,3.9974,3.92231392488506
3.5709,4.5488,4.82714823580057
3.8785,4.7052,4.63301082983258
2.4923,3.369,3.45127971790034
2.3988,3.0501,2.98097265792755
2.4902,3.3714,3.32131104822406
3.6538,4.9191,4.76460809473584
2.4988,3.3821,3.45383921933232
3.6073,4.2421,4.47348131673636
1.9781,4.8492,3.73710193199814
3.6098,4.4193,4.36964977638665
2.6395,3.6022,3.38076327777485
3.4756,4.1165,4.19532185478693
2.7703,3.6705,3.58180825064138
2.4985,3.4161,3.40077917234417
2.52,3.3753,3.27758595533221
3.7167,4.5014,4.68005781304661
3.2529,3.8472,3.60447374939013
3.7647,4.454,4.41417470096881
4.1124,4.7173,4.79871670565615
2.9452,3.6798,3.60247017917013
2.4866,3.3119,3.29521127014695
2.4439,3.0246,3.13621348904801
3.5973,4.525,4.31206517425748
2.7945,3.7424,3.66142871140612
3.8085,4.5531,4.51723210793155
3.4003,4.4245,4.31495483199211
2.8795,3.3983,3.59371043111463
3.5138,4.7762,4.32118286434694
2.2912,3.4892,3.29135043395636
3.3852,4.6451,4.38430207991259
3.3348,4.0447,3.84069091397951
3.2708,4.317,4.24586187117146
2.4159,2.9818,3.33131310352447
2.7352,3.5363,3.44322420376736
3.4565,3.7089,4.17571339466463
3.1613,4.3276,4.24434308283522
3.6544,5.2346,4.49962280887773
2.879,3.3919,3.37243262769259
2.8732,3.5347,3.8233480096277
3.9143,4.0913,4.24414989609322
3.5289,4.1447,4.33093115825936
2.7488,3.5347,3.449119729581
3.6686,4.6775,4.61683843792017
2.5105,3.3558,3.31592715789311
2.8773,3.3935,3.45592292030166
2.9335,3.6635,3.64964707487553
2.9938,3.7158,3.54207970285265
3.3094,4.2396,3.88597591088758
3.5696,4.6384,4.45768045012473
2.9513,3.3262,3.65069745759123
3.8007,4.7234,4.79752256129032
2.4985,3.3981,3.4169281573792
3.298,4.2571,4.38532602253078
2.4965,3.33,3.26554909859067
3.4852,4.1774,4.32429023757464
2.7578,3.4181,3.46313861451163
3.6912,4.0808,4.35999379074363
2.4238,3.3028,3.3854234073885
3.4312,4.0456,4.28104201943595
3.3783,3.8665,3.93704638943157
3.5599,4.7117,4.63690231774694
2.4948,2.9218,3.184403980655
3.4038,4.2382,4.24236428674308
3.1134,3.9526,3.80762967738328
3.2995,4.3862,4.36814479836236
3.61,4.6159,4.54159563356907
3.0756,4.1257,4.36201813517129
3.2207,3.4455,3.66903075655971
2.4994,3.3566,3.48767399247553
2.7924,3.556,3.66638796255685
3.5376,4.6268,4.67980193259323
2.5124,3.3904,3.55996193671105
1.2723,3.5651,2.06359600891909
3.3219,3.9677,4.17248539936806
2.4986,3.3708,3.34237244815005
3.2937,3.4945,3.60098122565044
2.4266,2.9668,3.0623199535157
2.4507,3.3671,3.30294551828451
3.5805,4.5476,4.51862479539666
3.3857,4.5752,4.5384156759911
3.3305,4.5003,4.44124153975897
2.2775,2.9329,3.55128315159525
3.4833,4.366,4.37126428214302
3.5203,4.5402,4.52349646221575
2.532,3.3364,3.32319623337118
3.7808,4.3254,4.25722826163342
2.5033,4.2765,3.47136414721769
3.0125,3.7918,3.77989071863465
3.0559,3.97,3.90859248950519
3.4746,4.4815,4.20285609063867
3.5858,4.2964,4.26831404433895
2.5139,3.3752,3.33586976236284
2.517,3.3868,3.46317668491025
2.4993,3.3224,3.32637906484601
2.5007,3.9522,3.6270224226269
2.5038,3.3267,3.35031955356832
3.7774,5.196,5.04691665245389
2.7824,3.6197,3.62646119346272
2.8002,3.589,3.79234155802202
2.7563,3.6117,3.5812672999006
3.3645,4.3917,4.37600519805476
3.3314,3.9271,3.83761737454664
3.5416,4.4923,4.42319498868331
2.7578,3.5151,3.52698341733362
2.7332,3.3686,3.43450474453772
3.6307,4.8117,4.86828228675547
3.5685,4.5201,4.60855194074856
2.2818,2.9515,3.05283712507822
3.3443,3.7061,3.7892765138653
2.4295,3.1842,3.12928380514544
3.5143,4.3828,4.40470875857281
3.4925,4.411,4.44700232241797
3.5346,4.2971,4.36769918771583
2.4955,3.396,3.34135761765071
2.5099,3.3751,3.42012459012472
3.7015,4.6205,4.41496029203377
2.864,3.7501,3.71977145067098
3.5062,4.7191,4.60085057816459
3.3976,3.9045,3.65688284520731
3.0911,3.606,3.86939821829985
3.1989,4.1496,4.20967938697277
2.7994,3.8072,3.91101288130714
3.86,4.7569,4.69393350448931
2.5061,3.3694,3.37360088694237
2.7546,3.77,3.70668499659229
3.292,3.9034,4.05900937358315
2.7545,3.5911,3.3167644999894
2.4867,3.3277,3.4653181120469
2.4988,3.3895,3.43365324583414
3.3559,4.0176,4.06112177657695
3.4809,4.5248,4.41292733613753
2.4122,3.3827,3.2562773924736
3.6705,4.9319,5.15503195267638
3.1385,4.035,3.63983729073587
3.5345,4.5081,4.32466387553267
3.5343,4.7133,4.4609075828201
2.5729,3.3479,3.44404355042433
2.446,3.2451,3.35809621462702
3.6969,4.9749,5.03666040840859
3.4774,4.7248,4.55563657383767
3.4226,4.7705,4.50228876843662
3.5112,4.459,4.69447829735242
2.5046,3.3683,3.48483558028229
3.0168,3.7021,3.75624555526242
3.6138,4.7746,4.8793144032973
2.5024,3.3906,3.41578145579303
3.4749,4.5169,4.48866166304548
2.3764,3.3698,3.21017564585399
3.406,4.7162,4.64459298769419
2.59,3.5363,3.34919737080152
3.9075,4.1014,4.41987158459819
3.5038,4.237,4.34428944591475
3.1101,3.6108,3.93273655801603
3.9335,4.4713,4.80192007615173
2.493,3.3856,3.30206471948347
2.5078,3.3628,3.36114602216389
2.4296,2.8574,2.99995425984282
2.5163,3.3716,2.98847891458179
2.6149,3.1778,3.43278012229726
2.7745,3.5323,3.41694554592126
3.9034,4.1466,4.72042625274139
3.3226,4.0419,3.86327971964931
2.7969,3.4208,3.47021065921659
3.462,4.2416,4.39558341314116
2.5089,3.3647,3.46135387749193
2.4827,3.3505,3.31211082891589
3.7832,4.801,4.88235651076906
2.7603,3.7557,3.60340159981615
2.2406,3.2558,2.95084528654813
2.438,3.0041,3.11814615191464
2.9186,3.3976,3.94458768923658
3.515,4.5377,4.28250808234942
2.8269,3.5964,3.59629592669796
3.8748,4.5058,4.81653253551611
3.4458,4.3974,4.54139618114988
3.381,4.6068,4.54940975675046
3.3949,4.0267,4.14206000096787
3.4582,4.6774,4.4748086819047
3.5049,4.3178,4.44340781067011
3.474,4.3775,4.46675092832008
3.4787,4.3822,4.20534481327764
3.425,4.3827,4.5499088475591
3.501,3.8496,4.44228827619404
3.4807,4.4982,4.18262375473669
3.6061,4.802,4.61167368498476
3.5094,4.5878,4.44756378974778
3.5996,4.2248,4.02331358066963
3.0186,3.8178,3.80458691276214
3.427,4.4601,4.34856253199483
3.794,4.3504,4.56587424262186
3.5602,4.7641,4.59628564568944
3.6523,4.8203,4.68906337485478
3.6139,4.7027,4.72116354426085
3.4268,4.2774,4.37445764771187
3.5723,4.1363,4.15279516261428
3.7609,4.7358,4.68590768831291
4.2496,5.2689,5.36359129485833
3.9722,4.2096,4.54265340307644
3.5008,4.0575,4.13966098426236
3.6743,4.935,4.86794673511161
3.4714,4.3714,4.4416680278143
3.5186,4.4761,4.36834395222128
3.4949,4.6555,4.69535729718066
3.3158,4.4594,4.39130944584898
2.1478,3.1918,2.9023017402742
2.6286,3.1463,3.22536269793991
2.4924,3.3777,3.40262684795298
2.7319,3.274,3.4680070941938
3.6981,4.9328,4.80663130666744
2.5022,3.3824,3.34381868654701
3.9999,4.3928,5.04276399664032
2.4931,3.336,3.32323505949827
3.7204,4.6609,4.58297498016596
3.6945,4.278,4.1419795305182
3.5187,4.4111,4.40298185456089
2.7172,3.4592,3.44101928623172
3.2453,3.941,4.09291286165679
2.0484,2.5486,2.46488303245138
2.4541,3.2828,3.16754973269332
3.5132,4.3606,4.4142583377044
3.5677,4.6522,4.66194355738636
2.4903,3.3909,3.47680331639854
2.6201,3.1467,3.20629299658872
2.6201,3.1473,3.13710128501223
2.6108,3.3022,3.26527898429163
2.6076,3.4145,3.15518985602456
2.4945,3.3863,3.37444194248874
3.7332,4.2411,4.28071231421374
2.9221,3.4445,3.68535510172157
2.4586,3.2167,3.17098566163666
3.4331,4.1984,4.04937679998011
3.6044,4.703,4.77587867975048
3.2041,3.5247,3.71063425815699
3.2811,3.9211,4.07763434602429
2.6102,3.3053,3.32504916454486
3.5021,4.584,4.51138811846654
3.5868,4.0097,4.24638600258529
3.9019,4.1316,4.91270929616488
3.4137,4.1736,4.32889430359236
2.923,3.4391,3.76398883550921
2.9411,3.8414,3.8895506295047
3.3283,3.9703,4.24692242716461
2.8606,3.419,3.25416517113995
3.958,4.5834,4.75602837489137
3.4714,4.4317,4.41132061832933
3.5056,4.3066,4.33036204559524
3.0814,3.8973,3.89360169308893
3.2851,4.3464,4.06078562125696
3.8764,4.7124,4.50770808514334
2.4966,3.167,3.19055558661752
2.4806,3.3193,3.3858777437119
2.4987,3.353,3.35393398685063
3.5221,4.3211,4.27174726292111
2.5887,2.9885,3.04277792093168
2.6266,3.6296,3.41319132434476
2.4844,3.3761,3.25177969887585
2.4639,2.6716,2.69460964895458
3.1159,3.3834,3.62233982325925
2.5091,3.4051,3.3824416404434
3.3258,3.8428,3.83378274680343
3.428,3.806,3.81481701875795
3.359,3.9141,4.04229511493575
2.5007,3.0782,3.05438818640132
3.1171,4.2129,3.89135256810534
3.876,4.1448,4.1537542066183
3.2163,3.6999,4.00508600355028
3.7173,4.9938,4.49514945057966
3.7564,4.5748,4.6715206406615
3.7022,4.9008,4.85175472421644
3.5379,4.2697,4.12484455254293
3.4268,4.0483,3.9023698350482
3.2902,3.772,4.06834942794111
2.9238,3.1375,3.56588961378214
2.5217,3.3591,3.38919267038935
2.5009,3.3783,3.27869105765624
2.9702,3.5482,3.64439262036057
3.0473,4.1139,3.68472092184287
2.9563,3.5563,3.46632806707706
2.8956,3.5124,3.42032405803567
2.8405,3.4722,3.39624940357788
3.2188,3.6085,3.98345376868983
3.2809,3.7682,3.70929908354519
3.5249,4.2679,4.27521014314564
3.5791,4.3159,4.40246324282983
2.7499,3.7275,3.39048695905204
2.4831,3.2293,3.16008578393994
3.5105,4.3232,4.3025138967136
2.4506,3.4316,3.39517914701238
2.4387,3.418,3.4470445100026
3.0767,3.5546,3.51931076253104
2.9378,3.7969,3.83089686562925
3.4385,4.254,4.32830931913098
3.7371,4.365,4.30862081564107
3.9976,4.3817,4.52620004764997
2.5254,3.198,3.36347813173718
3.4276,4.2558,4.43834288149876
3.5021,4.2399,4.24186046951757
3.1987,3.5534,3.66777263055036
3.0222,3.5892,3.94823249869719
3.6256,4.8719,4.49273109566161
2.4,3.4006,3.36695710105233
3.2755,3.9229,4.14442583046023
3.7074,4.3802,4.1331724377946
3.6378,4.2971,4.59553590522978
3.6683,4.7797,4.33249148593492
2.7783,3.5977,3.27893658561421
2.9005,3.4257,3.51540853848872
3.6428,4.7642,4.62917160000346
2.5618,3.4541,3.40629300571718
3.2727,4.0335,3.90833219622033
2.4999,3.4017,3.36218049246465
2.9878,3.8274,3.78129825497955
2.5065,3.3525,3.40981624864579
3.1262,3.6749,3.91116823980729
3.7268,4.0661,4.05550082519481
3.8583,4.0757,4.42178359747469
2.5497,3.4,3.42214259791076
3.0646,4.0848,3.83221520488027
3.0375,4.0484,3.80677559347438
2.9478,3.9665,3.93534375910464
3.0376,3.9657,3.85012858937327
3.5204,4.8607,4.4070312632807
3.6897,4.2731,4.30507700287384
3.6792,4.9119,4.56720364675242
2.9131,3.5488,3.60159898529412
2.8555,3.5889,3.78214373027297
3.6957,4.7663,4.75168239517785
3.7629,4.5581,4.70048890129494
3.0571,3.5712,4.09331538135138
3.3805,3.9379,3.77606809140802
2.9392,3.8797,3.82692368290445
3.9632,5.3033,5.45472581887731
3.3565,4.1322,4.2464904342239
3.3547,4.1391,4.01062260760433
2.5086,3.3663,3.41570186722008
3.2223,4.0118,4.0936535563099
2.4665,3.2348,3.24585326429997
3.4842,3.7547,4.00616292774683
2.508,3.3133,3.0345520573022
3.2306,3.8988,3.96461844061128
3.5526,4.7285,4.48701082360874
2.7087,3.6554,3.79016256267895
2.494,3.3437,3.33765254176211
2.794,3.7339,3.37015311637343
2.9308,3.9352,3.54672166701644
3.2392,3.8788,4.15877422294658
3.5041,4.285,4.13468526671917
3.1395,3.9094,3.82633425034892
2.8537,3.397,3.94737403933924
3.4599,3.6757,4.07123068921359
2.9535,3.1717,3.75736508261409
2.8054,3.4225,3.33790303187391
2.8495,3.4894,3.47218765473442
2.4755,3.3509,3.29308291991068
3.6566,4.9336,4.52635389442175
3.3152,4.1674,4.29834673731492
2.5083,3.3629,3.40462181958154
3.0093,4.1231,3.93209022955802
3.0093,4.1615,3.90378422511896
2.6089,3.3016,3.3118073274554
3.8782,5.3926,4.69495428486422
4.0621,5.0415,5.09514083029932
3.6361,4.57,4.59120344348736
3.5196,4.502,4.33518485414229
3.4002,4.373,4.40007614246515
2.5099,3.3867,3.37966777941305
2.5063,3.3635,3.37182752580239
3.2613,4.6374,4.25733246623348
3.5197,4.6921,4.58476840881796
3.5869,4.5929,4.80152822406299
2.5168,3.3882,3.40045144960853
3.4967,4.5564,4.47648215417978
2.5009,3.3887,3.31987700970611
2.7308,3.3226,3.14897906806472
3.6317,4.6335,4.59519078429097
2.4999,3.3751,3.3175971291297
3.5279,4.7149,4.53688110874585
2.5154,3.3759,3.16120315991177
3.4125,4.5799,4.35924906424506
3.6882,4.7507,4.7743012260344
2.5083,3.3769,3.15090961975585
2.7473,3.5589,3.57886446401197
4.1249,5.164,4.96219148742914
3.1287,4.3652,4.03446810559393
3.3492,3.993,4.1742323703225
2.9747,3.724,3.61501871071662
2.4875,3.1111,3.28001755582614
3.6747,4.2926,4.2774844566761
3.5255,4.5753,4.57588959589458
3.9897,4.6935,4.99131493301957
3.5962,4.5828,4.45556034465117
3.9698,5.2485,5.27884596005503
2.9975,4.0289,3.75703582844881
4.3372,4.915,5.16977818305984
3.1668,3.483,3.63362180675726
3.2762,3.9903,3.70897738766937
3.5145,3.7012,4.13278680081923
2.6023,3.0476,3.1047053929228
3.7989,4.7743,4.61653183022023
2.7253,3.2497,3.58641578798665
2.8295,3.5436,3.43386903931274
2.709,3.1755,3.25204714461796
2.8971,3.2608,3.37548415396233
3.054,3.9663,4.09202603295621
3.309,3.8112,3.77558203718833
3.5257,4.4811,4.83260835083239
3.9484,4.622,4.91250453931516
2.5107,3.3739,3.50609352446423
3.4656,4.6474,4.66394712588782
2.7503,3.5368,3.43700663761875
2.5174,3.1009,3.38398525163755
2.4407,3.092,3.321627659139
2.4955,3.3782,3.57615201107652
3.2356,4.0191,3.91531564007442
3.5143,4.6639,4.66671254318075
2.4877,3.3393,3.38745151110656
1.642,1.3124,2.15916178079919
2.4574,3.1535,2.87084184772138
2.5032,3.3818,3.32737325536495
2.4951,3.4041,3.37261325707386
2.4982,3.3502,3.37852627635229
2.5238,3.3697,3.37897109766401
2.4955,3.3752,3.43041815320538
2.438,2.961,3.06503551357636
2.4858,3.1341,3.31256614820098
2.0462,2.5428,2.39640816740181
2.4884,3.3362,3.28468802907557
2.482,3.1612,3.21764596140328
3.7959,4.3086,4.4205176305271
4.2844,5.2349,5.3426084057757
3.5247,4.3604,4.12967533010879
3.5203,4.2912,4.11733265680994
2.4711,2.9829,2.88396823239747
3.504,4.657,4.6949306879055
2.4906,3.3338,3.30407300806601
2.7764,3.2668,3.23254726741018
2.4936,3.3845,3.40966950006635
2.514,3.3893,3.32786620688157
2.5934,3.3496,3.13568586209938
2.7932,3.4318,3.6146284613191
2.5066,3.3569,3.39194945937854
3.6342,4.324,4.59401226653897
2.6343,3.2983,3.27360409109712
2.5195,3.364,3.370416983922
2.5619,2.9643,2.9735144817437
2.5384,3.3443,3.31513561755676
2.4738,3.3598,3.35492741963353
2.5826,2.8624,2.72366466788779
2.4287,3.2827,3.19230416792095
2.4904,3.3409,3.3531303143856
3.617,4.9289,4.53070107578761
3.4795,3.7567,3.8962014958624
2.6989,3.1967,3.215178683016
3.4711,3.8616,4.12589887180021
3.7206,5.0287,4.70847968685452
2.993,4.1322,3.86421849748499
3.3967,4.3752,4.1966137712332
3.3587,3.8363,3.89618964989057
3.0952,4.0871,3.99481804114365
2.4772,2.9306,2.87042492820373
3.7356,4.4333,4.52767615638461
2.823,3.06,3.1557434491579
3.1476,3.4609,3.5272617340811
3.6763,4.4016,4.41887835043662
3.5512,4.4557,4.08210983969416
3.8684,4.2968,4.65395644722779
2.6896,3.4494,3.54410534758828
2.8398,4.0152,3.58124240098449
2.9911,4.1137,3.77383692385707
3.3107,3.72,4.01384755216137
1.91,2.4489,2.66956922922474
3.1088,4.6804,4.00154633381686
2.674,3.1239,3.1278585923467
3.3074,4.6095,4.2351775242296
3.3069,4.1568,4.01184430651901
3.4227,3.387,3.87626866186468
3.2896,4.2248,3.94385292109047
3.3498,4.1085,4.06788849659865
3.8877,4.3849,4.47837548297548
3.4756,3.8351,3.93901632712123
2.9076,3.3541,3.40145127662103
2.72,3.3949,3.45627487131093
3.433,4.3314,4.38442685993619
3.7851,4.8601,4.72818521809893
3.5116,3.996,3.91458017972212
2.4414,3.4777,3.310235267305
3.4477,3.6861,3.95189279140039
3.4759,4.5339,4.45537439258535
2.4047,3.2768,3.38173036917852
3.6783,4.3618,4.33756338487958
2.4161,3.2163,3.23520319575601
4.6321,5.8633,5.75917493405615
3.7047,4.4487,4.35661286819699
2.9883,3.7377,3.77930032870471
2.4821,2.931,2.95072662964263
2.4922,3.1839,3.27695101403174
2.4996,3.3826,3.35669516016042
3.7388,5.1266,4.95789208572597
2.4459,3.369,3.29831611794545
3.8167,4.5442,4.31691431559986
3.7342,5.0081,4.76116300854565
3.2157,4.9681,4.17667154599321
3.4931,4.5319,4.49451408748251
3.3976,3.805,3.85452688564106
3.3684,3.7891,3.81369161545963
3.1939,3.5859,3.53862230350978
3.248,3.7256,3.82382611187745
3.6039,4.3131,4.44667784519213
3.4997,4.5255,4.30931381825792
3.5405,4.3575,4.48748221736726
3.5338,4.358,4.31460252936995
3.5834,4.6916,4.33569236095663
3.2793,3.725,3.92421205104176
3.3043,4.3918,4.24233004512932
3.2625,4.4671,4.30793866415607
3.654,5.2667,4.19603427199833
3.4115,4.4931,4.36734526670977
3.2407,4.1913,4.02253537757596
2.5005,3.3826,3.35220009000714
3.1904,4.1828,3.95394012204019
4.1559,4.2739,4.53269654571628
3.5901,4.5679,4.29164707933828
3.9994,4.9636,4.61715807594075
3.4183,4.6451,4.55376769051772
3.3761,4.081,4.2851488537432
3.2002,4.0424,3.8193056311677
3.1577,3.7406,3.78526310492166
3.8289,4.2548,4.27418726365805
3.9808,4.9517,4.51337755855196
3.5227,4.376,4.25474458366511
3.7176,3.9845,4.21377155520985
2.5542,3.3023,3.51321465871029
2.458,3.6056,3.41407020235707
3.141,4.3717,4.18083950535253
3.2469,3.8041,3.83460535885943
3.1654,3.8167,3.8031057394361
3.8569,5.241,5.0269553517531
2.4974,3.3934,3.16703057254669
3.6137,3.9453,4.24927177382723
3.5203,4.4319,4.33789759635012
3.6541,4.5175,4.63916301602334
3.6227,4.4843,4.56346154925938
3.4393,3.9881,3.93368639872161
3.7028,5.252,4.6655948668165
2.4918,3.3879,3.4205344959479
3.6056,4.5809,4.72052962123029
3.7619,4.9478,4.6142253051562
2.7324,3.4133,3.46923883356567
3.5088,4.4529,4.48977818907571
3.6508,4.1696,4.6182024971381
3.3543,4.0303,4.12501307053089
3.4441,4.3306,4.29936931245523
3.4494,4.3431,4.29117508303516
3.4165,4.2133,4.28072955707643
3.4078,4.6054,4.21449348536088
2.7801,3.6206,3.57877500547333
3.9725,4.5409,4.521394471386
4.0888,4.473,4.65247294087512
4.0363,4.9582,4.59002148116978
3.7364,4.2113,4.23051407717004
2.6864,3.2557,3.19133721021151
2.5109,3.3302,3.35013222632489
2.5018,3.3747,3.37289972514335
3.1881,4.5095,4.12904697350087
3.5516,3.9373,4.210869507922
3.3452,4.859,4.52945169271151
3.671,4.3318,4.22213224486448
2.3598,3.054,3.18305093202083
2.5037,3.4028,3.46622174844022
2.5035,3.391,3.45036337089876
3.7942,4.8408,4.52396644358921
3.2299,3.7713,3.96333257881076
3.3891,3.9588,3.79461381501509
3.4635,3.8634,4.13996238819255
3.5725,3.4786,3.70271310422111
3.5129,4.7712,4.6226247337448
3.4228,4.2617,4.1266367752194
3.1772,3.6241,3.62900103128298
3.6486,4.1126,3.98341220453081
4.0829,5.089,5.24533329054645
3.5035,4.2328,4.09077447225099
4.0009,4.8017,5.21521861216308
2.919,3.8906,3.71469909314791
2.5838,3.0411,2.91373187250449
3.7767,4.0502,4.11510868477699
3.4407,4.3468,4.5952308515796
3.5049,4.4322,3.97443865881708
3.8191,4.2785,4.31355520908099
2.9247,3.6801,3.69038846378094
4.0955,4.7571,4.57949625391486
3.8789,4.7004,4.67960184972987
2.9912,3.5823,3.66152262215303
2.9234,3.7248,3.5587285579166
3.6735,4.0681,4.23414260490765
3.2904,4.3912,4.10993390344942
4.1226,4.1437,4.35247023200665
3.5677,4.097,4.78465976319174
3.2996,4.4438,4.21032104334831
2.5077,3.372,3.41114044643276
2.4904,3.3457,3.40778467393773
3.4526,4.3743,4.44681259620216
4.2754,4.7923,4.86561603178968
3.8668,4.5066,4.58076692495608
2.9889,3.8259,3.77904098923085
3.4442,4.1462,4.09082331291878
3.3236,3.4984,3.5650204229258
3.7181,3.9911,4.30942715231928
3.7407,3.9932,3.98369688177935
2.9771,3.5099,3.37829507444937
